Name,National,Region,Male_Pct,Female_Pct,Types,Type1,Type2,Height.m.,Weight.kg.,Capt_Rate,Egg_Steps,Egg_Groups,Group1,Group2,Exp_Points,Exp_Speed,Base_Happiness,Base_Total,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Normal_Dmg,Fire_Dmg,Water_Dmg,Eletric_Dmg,Grass_Dmg,Ice_Dmg,Fight_Dmg,Poison_Dmg,Ground_Dmg,Flying_Dmg,Psychic_Dmg,Bug_Dmg,Rock_Dmg,Ghost_Dmg,Dragon_Dmg,Dark_Dmg,Steel_Dmg,Fairy_Dmg,Mega_Evolutions,isMega,hasAlolan,isAlolan,Generation,Legendary
Lunatone,337,Hoenn,0,0,2,rock,psychic,1,168,45,6400,1,Mineral,None,800000,Fast,70,460,90,55,65,95,85,70,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Solrock,338,Hoenn,0,0,2,rock,psychic,1.2,154,45,6400,1,Mineral,None,800000,Fast,70,460,90,95,85,55,65,70,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Barboach,339,Hoenn,50,50,2,water,ground,0.4,1.9,190,5120,1,Water 2,None,1000000,Medium Fast,70,288,50,48,43,46,41,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Whiscash,340,Hoenn,50,50,2,water,ground,0.9,23.6,75,5120,1,Water 2,None,1000000,Medium Fast,70,468,110,78,73,76,71,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Corphish,341,Hoenn,50,50,1,water,None,0.6,11.5,205,3840,2,Water 1,Water 3,1640000,Fluctuating,70,308,43,80,65,50,35,35,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Crawdaunt,342,Hoenn,50,50,2,water,dark,1.1,32.8,155,3840,2,Water 1,Water 3,1640000,Fluctuating,70,468,63,120,85,90,55,55,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0,FALSE,FALSE,FALSE,3,FALSE
Baltoy,343,Hoenn,0,0,2,ground,psychic,0.5,21.5,255,5120,1,Mineral,None,1000000,Medium Fast,70,300,40,40,55,40,70,55,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Claydol,344,Hoenn,0,0,2,ground,psychic,1.5,108,90,5120,1,Mineral,None,1000000,Medium Fast,70,500,60,70,105,70,120,75,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Lileep,345,Hoenn,88.1,11.9,2,rock,grass,1,23.8,45,7680,1,Water 3,None,600000,Erratic,70,355,66,41,77,61,87,23,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Cradily,346,Hoenn,88.1,11.9,2,rock,grass,1.5,60.4,45,7680,1,Water 3,None,600000,Erratic,70,495,86,81,97,81,107,43,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Anorith,347,Hoenn,88.1,11.9,2,rock,bug,0.7,12.5,45,7680,1,Water 3,None,600000,Erratic,70,355,45,95,50,40,50,75,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Armaldo,348,Hoenn,88.1,11.9,2,rock,bug,1.5,68.2,45,7680,1,Water 3,None,600000,Erratic,70,495,75,125,100,70,80,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Feebas,349,Hoenn,50,50,1,water,None,0.6,7.4,255,5120,2,Water 1,Dragon,600000,Erratic,70,200,20,15,20,10,55,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Milotic,350,Hoenn,50,50,1,water,None,6.2,162,60,5120,2,Water 1,Dragon,600000,Erratic,70,540,95,60,79,100,125,81,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Castform,351,Hoenn,50,50,4,normal,None,0.3,0.8,45,6400,2,Fairy,Amorphous,1000000,Medium Fast,70,420,70,70,70,70,70,70,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Kecleon,352,Hoenn,50,50,1,normal,None,1,22,200,5120,1,Field,None,1059862,Medium Slow,70,440,60,90,70,60,120,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Shuppet,353,Hoenn,50,50,1,ghost,None,0.6,2.3,225,6400,1,Amorphous,None,800000,Fast,35,295,44,75,35,63,33,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Banette,354,Hoenn,50,50,1,ghost,None,1.1,12.5,45,6400,1,Amorphous,None,800000,Fast,35,455,64,115,65,83,63,65,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Banette,354,Hoenn,50,50,1,ghost,None,1.2,13,45,6400,1,Amorphous,None,800000,Fast,35,555,64,165,75,93,83,75,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,TRUE,FALSE,FALSE,3,FALSE
Duskull,355,Hoenn,50,50,1,ghost,None,0.8,15,190,6400,1,Amorphous,None,800000,Fast,35,295,20,40,90,30,90,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Dusclops,356,Hoenn,50,50,1,ghost,None,1.6,30.6,90,6400,1,Amorphous,None,800000,Fast,35,455,40,70,130,60,130,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Tropius,357,Hoenn,50,50,2,grass,flying,2,100,200,6400,2,Monster,Grass,1250000,Slow,70,460,99,68,83,72,87,51,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Chimecho,358,Hoenn,50,50,1,psychic,None,0.6,1,45,6400,1,Amorphous,None,800000,Fast,70,455,75,50,80,95,90,65,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Absol,359,Hoenn,50,50,1,dark,None,1.2,47,30,6400,1,Field,None,1059862,Medium Slow,35,465,65,130,60,75,60,75,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1,FALSE,FALSE,FALSE,3,FALSE
Mega Absol,359,Hoenn,50,50,1,dark,None,1.2,49,30,6400,1,Field,None,1059862,Medium Slow,35,565,65,150,60,115,60,115,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Wynaut,360,Hoenn,50,50,1,psychic,None,0.6,14,125,5120,0,None,None,1000000,Medium Fast,70,260,95,23,48,23,48,23,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Snorunt,361,Hoenn,50,50,1,ice,None,0.7,16.8,190,5120,2,Fairy,Mineral,1000000,Medium Fast,70,300,50,50,50,50,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Glalie,362,Hoenn,50,50,1,ice,None,1.5,256.5,75,5120,2,Fairy,Mineral,1000000,Medium Fast,70,480,80,80,80,80,80,80,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Glalie,362,Hoenn,50,50,1,ice,None,2.1,350.2,75,5120,2,Fairy,Mineral,1000000,Medium Fast,70,580,80,120,80,120,80,100,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,TRUE,FALSE,FALSE,3,FALSE
Spheal,363,Hoenn,50,50,2,ice,water,0.8,39.5,255,5120,2,Water 1,Field,1059862,Medium Slow,70,290,70,40,50,55,50,25,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Sealeo,364,Hoenn,50,50,2,ice,water,1.1,87.6,120,5120,2,Water 1,Field,1059862,Medium Slow,70,410,90,60,70,75,70,45,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Walrein,365,Hoenn,50,50,2,ice,water,1.4,150.6,45,5120,2,Water 1,Field,1059862,Medium Slow,70,530,110,80,90,95,90,65,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Clamperl,366,Hoenn,50,50,1,water,None,0.4,52.5,255,5120,1,Water 1,None,600000,Erratic,70,345,35,64,85,74,55,32,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Huntail,367,Hoenn,50,50,1,water,None,1.7,27,60,5120,1,Water 1,None,600000,Erratic,70,485,55,104,105,94,75,52,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Gorebyss,368,Hoenn,50,50,1,water,None,1.8,22.6,60,5120,1,Water 1,None,600000,Erratic,70,485,55,84,105,114,75,52,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Relicanth,369,Hoenn,88.1,11.9,2,water,rock,1,23.4,25,10240,2,Water 1,Water 2,1250000,Slow,70,485,100,90,130,45,65,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Luvdisc,370,Hoenn,24.6,75.4,1,water,None,0.6,8.7,225,5120,1,Water 2,None,800000,Fast,70,330,43,30,55,40,65,97,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Bagon,371,Hoenn,50,50,1,dragon,None,0.6,42.1,45,10240,1,Dragon,None,1250000,Slow,35,300,45,75,60,40,30,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Shelgon,372,Hoenn,50,50,1,dragon,None,1.1,110.5,45,10240,1,Dragon,None,1250000,Slow,35,420,65,95,100,60,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Salamence,373,Hoenn,50,50,2,dragon,flying,1.5,102.6,45,10240,1,Dragon,None,1250000,Slow,35,600,95,135,80,110,80,100,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,1,FALSE,FALSE,FALSE,3,FALSE
Mega Salamence,373,Hoenn,50,50,2,dragon,flying,1.8,112.6,45,10240,1,Dragon,None,1250000,Slow,35,700,95,145,130,120,90,120,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Beldum,374,Hoenn,0,0,2,steel,psychic,0.6,95.2,3,10240,1,Mineral,None,1250000,Slow,35,300,40,55,80,35,60,30,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Metang,375,Hoenn,0,0,2,steel,psychic,1.2,202.5,3,10240,1,Mineral,None,1250000,Slow,35,420,60,75,100,55,80,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Metagross,376,Hoenn,0,0,2,steel,psychic,1.6,550,3,10240,1,Mineral,None,1250000,Slow,35,600,80,135,130,95,90,70,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,1,FALSE,FALSE,FALSE,3,FALSE
Mega Metagross,376,Hoenn,0,0,2,steel,psychic,2.5,942.9,3,10240,1,Mineral,None,1250000,Slow,35,700,80,145,150,105,110,110,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,TRUE,FALSE,FALSE,3,FALSE
Regirock,377,Hoenn,0,0,1,rock,None,1.7,230,3,20480,0,None,None,1250000,Slow,35,580,80,100,200,50,100,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,TRUE
Regice,378,Hoenn,0,0,1,ice,None,1.8,175,3,20480,0,None,None,1250000,Slow,35,580,80,50,100,100,200,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,TRUE
Registeel,379,Hoenn,0,0,1,steel,None,1.9,205,3,20480,0,None,None,1250000,Slow,35,580,80,75,150,75,150,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,FALSE,FALSE,FALSE,3,TRUE
Latias,380,Hoenn,0,100,2,dragon,psychic,1.4,40,3,30720,0,None,None,1250000,Slow,90,600,80,80,90,110,130,110,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1,FALSE,FALSE,FALSE,3,TRUE
Mega Latias,380,Hoenn,0,100,2,dragon,psychic,1.8,52,3,30720,0,None,None,1250000,Slow,90,700,80,100,120,140,150,110,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Latios,381,Hoenn,100,0,2,dragon,psychic,2,60,3,30720,0,None,None,1250000,Slow,90,600,80,90,80,130,110,110,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1,FALSE,FALSE,FALSE,3,TRUE
Mega Latios,381,Hoenn,100,0,2,dragon,psychic,2.3,70,3,30720,0,None,None,1250000,Slow,90,700,80,130,100,160,120,110,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Kyogre,382,Hoenn,0,0,1,water,None,4.5,352,3,30720,0,None,None,1250000,Slow,0,670,100,100,90,150,140,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,TRUE
Groudon,383,Hoenn,0,0,1,ground,None,3.5,950,3,30720,0,None,None,1250000,Slow,0,670,100,150,140,100,90,90,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,TRUE
Rayquaza,384,Hoenn,0,0,2,dragon,flying,7,206.5,45,30720,0,None,None,1250000,Slow,0,680,105,150,90,150,90,95,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,1,FALSE,FALSE,FALSE,3,TRUE
Mega Rayquaza,384,Hoenn,0,0,2,dragon,flying,10.8,392,45,30720,0,None,None,1250000,Slow,0,780,105,180,100,180,100,115,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Jirachi,385,Hoenn,0,0,2,steel,psychic,0.3,1.1,3,30720,0,None,None,1250000,Slow,100,600,100,100,100,100,100,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,FALSE,FALSE,FALSE,3,TRUE
Deoxys,386,Hoenn,0,0,1,psychic,None,1.7,60.8,3,30720,0,None,None,1250000,Slow,0,600,50,150,50,150,50,150,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,TRUE
Turtwig,387,Sinnoh,88.1,11.9,1,grass,None,0.4,10.2,45,5120,2,Monster,Grass,1059862,Medium Slow,70,318,55,68,64,45,55,31,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Grotle,388,Sinnoh,88.1,11.9,1,grass,None,1.1,97,45,5120,2,Monster,Grass,1059862,Medium Slow,70,405,75,89,85,55,65,36,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Torterra,389,Sinnoh,88.1,11.9,2,grass,ground,2.2,310,45,5120,2,Monster,Grass,1059862,Medium Slow,70,525,95,109,105,75,85,56,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Chimchar,390,Sinnoh,88.1,11.9,1,fire,None,0.5,6.2,45,5120,2,Field,Human-like,1059862,Medium Slow,70,309,44,58,44,58,44,61,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,4,FALSE
Monferno,391,Sinnoh,88.1,11.9,2,fire,fighting,0.9,22,45,5120,2,Field,Human-like,1059862,Medium Slow,70,405,64,78,52,78,52,81,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Infernape,392,Sinnoh,88.1,11.9,2,fire,fighting,1.2,55,45,5120,2,Field,Human-like,1059862,Medium Slow,70,534,76,104,71,104,71,108,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Piplup,393,Sinnoh,88.1,11.9,1,water,None,0.4,5.2,45,5120,2,Water 1,Field,1059862,Medium Slow,70,314,53,51,53,61,56,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Prinplup,394,Sinnoh,88.1,11.9,1,water,None,0.8,23,45,5120,2,Water 1,Field,1059862,Medium Slow,70,405,64,66,68,81,76,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Empoleon,395,Sinnoh,88.1,11.9,2,water,steel,1.7,84.5,45,5120,2,Water 1,Field,1059862,Medium Slow,70,530,84,86,88,111,101,60,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,FALSE,FALSE,FALSE,4,FALSE
Starly,396,Sinnoh,50,50,2,normal,flying,0.3,2,255,3840,1,Flying,None,1059862,Medium Slow,70,245,40,55,30,30,30,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Staravia,397,Sinnoh,50,50,2,normal,flying,0.6,15.5,120,3840,1,Flying,None,1059862,Medium Slow,70,340,55,75,50,40,40,80,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Staraptor,398,Sinnoh,50,50,2,normal,flying,1.2,24.9,45,3840,1,Flying,None,1059862,Medium Slow,70,485,85,120,70,50,60,100,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Bidoof,399,Sinnoh,50,50,1,normal,None,0.5,20,255,3840,2,Water 1,Field,1000000,Medium Fast,70,250,59,45,40,35,40,31,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Bibarel,400,Sinnoh,50,50,2,normal,water,1,31.5,127,3840,2,Water 1,Field,1000000,Medium Fast,70,410,79,85,60,55,60,71,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Kricketot,401,Sinnoh,50,50,1,bug,None,0.3,2.2,255,3840,1,Bug,None,1059862,Medium Slow,70,194,37,25,41,25,41,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Kricketune,402,Sinnoh,50,50,1,bug,None,1,25.5,45,3840,1,Bug,None,1059862,Medium Slow,70,384,77,85,51,55,51,65,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Shinx,403,Sinnoh,50,50,1,electric,None,0.5,9.5,235,5120,1,Field,None,1059862,Medium Slow,70,263,45,65,34,40,34,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Luxio,404,Sinnoh,50,50,1,electric,None,0.9,30.5,120,5120,1,Field,None,1059862,Medium Slow,100,363,60,85,49,60,49,60,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Luxray,405,Sinnoh,50,50,1,electric,None,1.4,42,45,5120,1,Field,None,1059862,Medium Slow,70,523,80,120,79,95,79,70,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Budew,406,Sinnoh,50,50,2,grass,poison,0.2,1.2,255,5120,0,None,None,1059862,Medium Slow,70,280,40,30,35,50,70,55,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,4,FALSE
Roserade,407,Sinnoh,50,50,2,grass,poison,0.9,14.5,75,5120,2,Fairy,Grass,1059862,Medium Slow,70,515,60,70,65,125,105,90,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,4,FALSE
Cranidos,408,Sinnoh,88.1,11.9,1,rock,None,0.9,31.5,45,7680,1,Monster,None,600000,Erratic,70,350,67,125,40,30,30,58,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,4,FALSE
Rampardos,409,Sinnoh,88.1,11.9,1,rock,None,1.6,102.5,45,7680,1,Monster,None,600000,Erratic,70,495,97,165,60,65,50,58,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,4,FALSE
Shieldon,410,Sinnoh,88.1,11.9,2,rock,steel,0.5,57,45,7680,1,Monster,None,600000,Erratic,70,350,30,42,118,42,88,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,FALSE,FALSE,FALSE,4,FALSE
Bastiodon,411,Sinnoh,88.1,11.9,2,rock,steel,1.3,149.5,45,7680,1,Monster,None,600000,Erratic,70,495,60,52,168,47,138,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,FALSE,FALSE,FALSE,4,FALSE
Burmy,412,Sinnoh,50,50,1,bug,None,0.2,3.4,120,3840,1,Bug,None,1000000,Medium Fast,70,224,40,29,45,29,45,36,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Wormadam,413,Sinnoh,0,100,6,bug,None,0.5,6.5,45,3840,1,Bug,None,1000000,Medium Fast,70,424,60,59,85,79,105,36,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Mothim,414,Sinnoh,100,0,2,bug,flying,0.9,23.3,45,3840,1,Bug,None,1000000,Medium Fast,70,424,70,94,50,94,50,66,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Combee,415,Sinnoh,88.1,11.9,2,bug,flying,0.3,5.5,120,3840,1,Bug,None,1059862,Medium Slow,70,244,30,30,42,30,42,70,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Vespiquen,416,Sinnoh,0,100,2,bug,flying,1.2,38.5,45,3840,1,Bug,None,1059862,Medium Slow,70,474,70,80,102,80,102,40,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Pachirisu,417,Sinnoh,50,50,1,electric,None,0.4,3.9,200,2560,2,Field,Fairy,1000000,Medium Fast,100,405,60,45,70,45,90,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Buizel,418,Sinnoh,50,50,1,water,None,0.7,29.5,190,5120,2,Water 1,Field,1000000,Medium Fast,70,330,55,65,35,60,30,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Floatzel,419,Sinnoh,50,50,1,water,None,1.1,33.5,75,5120,2,Water 1,Field,1000000,Medium Fast,70,495,85,105,55,85,50,115,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Cherubi,420,Sinnoh,50,50,1,grass,None,0.4,3.3,190,5120,2,Fairy,Grass,1000000,Medium Fast,70,275,45,35,45,62,53,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Cherrim,421,Sinnoh,50,50,1,grass,None,0.5,9.3,75,5120,2,Fairy,Grass,1000000,Medium Fast,70,450,70,60,70,87,78,85,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Shellos,422,Sinnoh,50,50,1,water,None,0.3,6.3,190,5120,2,Water 1,Amorphous,1000000,Medium Fast,70,325,76,48,48,57,62,34,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Gastrodon,423,Sinnoh,50,50,2,water,ground,0.9,29.9,75,5120,2,Water 1,Amorphous,1000000,Medium Fast,70,475,111,83,68,92,82,39,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,4,FALSE
Ambipom,424,Sinnoh,50,50,1,normal,None,1.2,20.3,45,5120,1,Field,None,800000,Fast,100,482,75,100,66,60,66,115,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,4,FALSE
Drifloon,425,Sinnoh,50,50,2,ghost,flying,0.4,1.2,125,7680,1,Amorphous,None,1640000,Fluctuating,70,348,90,50,34,60,44,70,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,0,FALSE,FALSE,FALSE,4,FALSE
